"Doctor","Medical Condition","Hospital"
"Lisa Nichols","Hypertension","Eaton Murray, and Sanchez"
"Lisa Nolan","Cancer","Tran, Sullivan and Johnson"
"Lisa Norris","Cancer","Day and Snow, Sanchez"
"Lisa Nunez","Cancer","Group Horn"
"Lisa Obrien","Diabetes","Contreras-Johnson"
"Lisa Olson","Obesity","Leach Inc"
"Lisa Orozco","Arthritis","Aguilar-Bass"
"Lisa Owens","Cancer","Lewis Ltd"
"Lisa Owens","Asthma","and Allen Wright Ward,"
"Lisa Owens","Cancer","Cox-Vargas"
"Lisa Pacheco","Arthritis","and Wolfe Collins Williams,"
"Lisa Pacheco","Diabetes","Jacobs and Barron, Medina"
"Lisa Padilla","Hypertension","Brown PLC"
"Lisa Palmer","Diabetes","Mitchell-Holt"
"Lisa Parker","Arthritis","and Russo Ruiz Barron,"
"Lisa Parks","Hypertension","Smith White and Ortiz,"
"Lisa Parsons","Cancer","Martin-Nguyen"
"Lisa Payne","Asthma","and Weber Sons"
"Lisa Payne","Cancer","Oconnell LLC"
"Lisa Payne","Diabetes","Parsons-Bowman"
"Lisa Payne","Asthma","Calderon-Welch"
"Lisa Pearson","Asthma","Daniels-Vargas"
"Lisa Pearson","Hypertension","Mata Sons and"
"Lisa Pennington","Arthritis","Watson Ltd"
"Lisa Pennington","Hypertension","Price-Torres"
"Lisa Perez","Arthritis","Group Dorsey"
"Lisa Perez","Asthma","George-Chapman"
"Lisa Perez","Arthritis","and Hart Schaefer Carlson,"
"Lisa Perez","Diabetes","Beard-Santos"
"Lisa Perez","Arthritis","Weiss and Sons"
"Lisa Perez DDS","Diabetes","Kemp-Cohen"
"Lisa Perry","Diabetes","Brown Inc"
"Lisa Peters","Diabetes","Cochran-Sutton"
"Lisa Peterson","Hypertension","Inc Mcintosh"
"Lisa Phillips","Obesity","Walker-Smith"
"Lisa Pierce","Diabetes","Ramirez-Phillips"
"Lisa Porter","Diabetes","Cox-Mathis"
"Lisa Pratt","Arthritis","Group Torres"
"Lisa Price","Arthritis","Yates and Dixon Rogers,"
"Lisa Price","Obesity","Pierce Ltd"
"Lisa Ramirez","Diabetes","Ltd Phillips"
"Lisa Ramirez","Diabetes","Wood Wells and Hartman,"
"Lisa Ray","Arthritis","and Patterson, Martinez Arellano"
"Lisa Reese","Asthma","and Stewart Duncan Wilson,"
"Lisa Reid","Arthritis","LLC Hammond"
"Lisa Reid","Hypertension","Wheeler-Johnson"
"Lisa Reid","Arthritis","Trujillo Inc"
"Lisa Reyes","Obesity","and Lynch, Griffin Sanchez"
"Lisa Reyes","Obesity","Gibbs Ward and Ruiz,"
"Lisa Rice","Hypertension","PLC Thomas"
"Lisa Richard","Hypertension","Trujillo-Logan"
"Lisa Ritter","Hypertension","Black-Conway"
"Lisa Rivera","Cancer","Turner Sexton, Anderson and"
"Lisa Rivers","Arthritis","Stevens-Campbell"
"Lisa Robertson","Hypertension","and Ward, Williamson Johnson"
"Lisa Robertson","Arthritis","PLC Roberts"
"Lisa Robinson","Asthma","and Crawford Garcia, Acevedo"
"Lisa Robinson","Cancer","Shaw-Salazar"
"Lisa Robinson MD","Asthma","Lopez-Bennett"
"Lisa Rodriguez","Arthritis","Austin and Lowery, Robinson"
"Lisa Rodriguez","Diabetes","Parrish-Rivera"
"Lisa Rodriguez","Diabetes","Sons Morris and"
"Lisa Rose","Obesity","and Gomez Jones Campbell,"
"Lisa Ross","Hypertension","Johnson-James"
"Lisa Roth","Cancer","Hickman-Schmitt"
"Lisa Ruiz","Diabetes","Cantu and Tanner Rojas,"
"Lisa Russell","Diabetes","Jones-Johnson"
"Lisa Russell","Obesity","Diaz Group"
"Lisa Ryan","Asthma","Sosa Group"
"Lisa Sanchez","Hypertension","Cisneros-Davis"
"Lisa Sanford","Diabetes","and Rivas, Trujillo Watts"
"Lisa Schneider","Cancer","Hernandez, Lynch and Hardy"
"Lisa Schroeder","Cancer","and Walker Walker Salinas,"
"Lisa Schroeder DVM","Diabetes","Lindsey-Duran"
"Lisa Schultz","Obesity","Calhoun-Romero"
"Lisa Schultz","Asthma","Lopez Cross and Ford,"
"Lisa Scott","Asthma","Whitaker Clayton, and Ochoa"
"Lisa Scott","Asthma","Gates Group"
"Lisa Scott","Diabetes","Wilson-Bates"
"Lisa Scott","Asthma","Wright Ltd"
"Lisa Sharp","Diabetes","and Clark Gray Carroll,"
"Lisa Shaw","Cancer","and Tapia Anderson Mcdonald,"
"Lisa Shelton","Hypertension","LLC Thomas"
"Lisa Simmons","Obesity","Johnson Leon and Vargas,"
"Lisa Simon","Cancer","Rogers-Nguyen"
"Lisa Small","Asthma","Paul Watts and Perkins,"
"Lisa Smith","Asthma","and Williams Rodriguez Johnson,"
"Lisa Smith","Hypertension","LLC Clark"
"Lisa Smith","Asthma","and Clark Watts, Sanchez"
"Lisa Smith","Cancer","Peterson Group"
"Lisa Smith","Asthma","Hurst and Davis Sanchez,"
"Lisa Smith","Hypertension","Brown LLC"
"Lisa Smith","Diabetes","Rollins-Griffin"
"Lisa Smith","Hypertension","Wolf-Romero"
"Lisa Smith","Diabetes","Clark and Rice, Davis"
"Lisa Smith","Obesity","Anderson LLC"
"Lisa Smith","Arthritis","Taylor-Duke"
"Lisa Smith","Diabetes","LLC Perez"
"Lisa Snow","Hypertension","Snow Kim, Davidson and"
"Lisa Spencer","Obesity","Wagner-Young"
"Lisa Spencer","Asthma","Smith-Berry"
"Lisa Stephenson","Cancer","Snyder-Carr"
"Lisa Stewart","Cancer","Ltd Porter"
"Lisa Stewart","Cancer","Villanueva, Ballard and Williams"
"Lisa Stewart","Arthritis","Robertson-Warren"
"Lisa Sullivan","Hypertension","Martinez-Erickson"
"Lisa Sullivan DVM","Obesity","Martinez-Oconnor"
"Lisa Tate","Hypertension","Ryan-Mitchell"
"Lisa Taylor","Diabetes","Huber-Gray"
"Lisa Taylor","Diabetes","Ryan-Nguyen"
"Lisa Taylor","Obesity","White, Duncan Mitchell and"
"Lisa Thomas","Diabetes","Cardenas Collins, and Jones"
"Lisa Thompson","Arthritis","PLC Haney"
"Lisa Thompson","Obesity","Ramirez-Tran"
"Lisa Thompson","Cancer","Reid-Lawrence"
"Lisa Thompson","Arthritis","Cox-Howard"
"Lisa Thompson","Cancer","Molina-Garcia"
"Lisa Thompson","Obesity","Hines-Stewart"
"Lisa Torres","Arthritis","Wolf PLC"
"Lisa Torres","Hypertension","Group Johnson"
"Lisa Torres","Hypertension","PLC Joseph"
"Lisa Tran","Cancer","Pierce-Pham"
"Lisa Turner","Cancer","Patterson-Oneill"
"Lisa Vang","Hypertension","Patel-Arnold"
"Lisa Vasquez","Hypertension","Rodriguez and Davis Thornton,"
"Lisa Vasquez","Obesity","Harrington-Jacobs"
"Lisa Vazquez","Arthritis","Sons Mcclure and"
"Lisa Velazquez","Hypertension","Wood LLC"
"Lisa Wagner","Diabetes","Wilkerson and Sons"
"Lisa Walker","Diabetes","Hatfield-Jones"
"Lisa Walker","Obesity","Contreras Group"
"Lisa Walker","Diabetes","and Brown Vasquez Long,"
"Lisa Walker","Arthritis","Torres-Thomas"
"Lisa Walker","Diabetes","Atkins-Braun"
"Lisa Wallace","Cancer","Miller Weeks, Webster and"
"Lisa Wallace","Hypertension","LLC Morris"
"Lisa Waller","Obesity","Norris-Scott"
"Lisa Walter","Asthma","Singh-Reyes"
"Lisa Walter","Obesity","Group Mcintosh"
"Lisa Warren","Diabetes","Hancock-Rogers"
"Lisa Watson","Arthritis","Zuniga Gray, and Acosta"
"Lisa Weaver","Hypertension","Mayer Ltd"
"Lisa Weaver","Obesity","Morris and Kirk Williams,"
"Lisa Webb","Arthritis","Group Hughes"
"Lisa Weber","Hypertension","Scott Molina, and Roman"
"Lisa Weiss","Asthma","Harmon-Lin"
"Lisa West","Hypertension","Lane LLC"
"Lisa Wheeler","Hypertension","Ltd Pope"
"Lisa White","Diabetes","Moody Chavez and Jackson,"
"Lisa Wilkerson","Arthritis","Riddle-Beasley"
"Lisa Williams","Arthritis","Howard-Meyer"
"Lisa Williams","Arthritis","and Lane Jones, Hill"
"Lisa Williams","Hypertension","Church and Sons"
"Lisa Williams","Asthma","Henderson-Moore"
"Lisa Williams","Obesity","LLC Brooks"
"Lisa Williams","Hypertension","Cooke-Little"
"Lisa Williams","Asthma","Bell-Martin"
"Lisa Williams","Obesity","Ltd Hall"
"Lisa Williams","Arthritis","Stewart-Perry"
"Lisa Wilson","Arthritis","and Houston, Miller Good"
"Lisa Wilson","Diabetes","Mcdonald-Davis"
"Lisa Wilson","Hypertension","and Watson Clayton Carr,"
"Lisa Wilson","Asthma","Morton-Hall"
"Lisa Wilson","Asthma","Wong Richardson, and Thompson"
"Lisa Wilson","Hypertension","Livingston Jennings and Griffin,"
"Lisa Winters","Hypertension","Webster-Bishop"
"Lisa Wood","Hypertension","Berg-Ruiz"
"Lisa Woods","Obesity","Allen and Blackwell Morgan,"
"Lisa Woods","Cancer","Stone-Martin"
"Lisa Young","Arthritis","Williams Estrada Carlson, and"
"Logan Bailey","Diabetes","Johnson and Miller Smith,"
"Logan Buchanan","Arthritis","Mosley-Vazquez"
"Logan Cabrera","Diabetes","Castro and Rodriguez, Reed"
"Logan Castillo","Arthritis","Inc Sanchez"
"Logan Davidson","Cancer","Dominguez Johnson, Baker and"
"Logan Davis","Arthritis","Barber Group"
"Logan Day","Diabetes","Williams PLC"
"Logan Greene","Hypertension","Myers-Moore"
"Logan Guzman","Asthma","Inc Lopez"
"Logan Harris","Diabetes","Merritt, Morgan and Hughes"
"Logan Hill","Diabetes","Moore Perez and Burnett,"
"Logan Irwin","Arthritis","Sons Nguyen and"
"Logan Jackson","Hypertension","Lee-Kelley"
"Logan Johnson","Arthritis","Finley Rodriguez, Herrera and"
"Logan Kaiser","Asthma","Bennett Inc"
"Logan King","Obesity","Rivera Sons and"
"Logan Long","Arthritis","Grant and Wilson Rivera,"
"Logan Lucero","Hypertension","LLC Howard"
"Logan Ortega","Obesity","Patterson Kim, Boyd and"
"Logan Ortiz","Obesity","Terry Preston and Moore,"
"Logan Powell","Obesity","Richard-Fisher"
"Logan Ross","Cancer","Rodriguez-Cruz"
"Logan Ruiz","Obesity","Conner-Vasquez"
"Logan Smith","Hypertension","PLC Valenzuela"
"Logan Stewart","Hypertension","Inc Garcia"
"Logan Thomas","Arthritis","Manning LLC"
"Logan White","Hypertension","Pittman Group"
"Logan Wise","Arthritis","Smith-Fox"
"Lonnie Anderson","Hypertension","Davis LLC"
"Lonnie Baldwin","Cancer","Lewis, and Zuniga Smith"
"Lonnie Bradshaw","Hypertension","Anderson Group"
"Lonnie Duncan","Diabetes","Hernandez PLC"
"Lonnie Espinoza","Hypertension","Hays-Harris"
"Lonnie Garcia","Hypertension","Keith and Price Adkins,"
"Lonnie Morgan","Diabetes","Levine-Miller"
"Lonnie Murray","Asthma","Ltd Wallace"
"Lonnie Patton","Obesity","Dillon-Richard"
"Lonnie Reyes","Arthritis","Johnston-Brown"
"Lonnie Washington","Cancer","Mcmillan-Dean"
"Lonnie White","Diabetes","Snyder-Lopez"
"Loretta Alvarez","Asthma","Kidd PLC"
"Loretta Burns","Obesity","Ltd Fletcher"
"Loretta Davis","Hypertension","and Parks Sons"
"Loretta Guzman","Hypertension","Collier-Smith"
"Loretta Johnson","Asthma","and Hall, Henderson Jones"
"Loretta Ochoa","Cancer","Group Marks"
"Loretta Sexton","Asthma","Long Inc"
"Loretta Sosa","Arthritis","Ltd Estrada"
"Loretta Villanueva","Cancer","Cook Hoffman Parsons, and"
"Lori Allen","Asthma","Singh-Johnson"
"Lori Andrade","Obesity","Washington Ltd"
"Lori Andrews","Arthritis","and Marshall, Carter Gilbert"
"Lori Avery","Obesity","Group Garcia"
"Lori Baker","Arthritis","Lopez and Harmon Mcdaniel,"
"Lori Baker","Arthritis","Sanchez-Martinez"
"Lori Barrett","Hypertension","LLC Austin"
"Lori Bean","Diabetes","Thomas-Rodriguez"
"Lori Becker","Arthritis","Kaufman Sons and"
"Lori Benitez","Arthritis","Martin-Wilkerson"
"Lori Bernard","Obesity","Sons Morgan and"
"Lori Black","Arthritis","Jones Sons and"
"Lori Brock","Diabetes","Carter-Hawkins"
"Lori Brown","Cancer","Parker and Howard Payne,"
"Lori Bruce","Hypertension","Green-Hendrix"
"Lori Bryan","Diabetes","Olson Inc"
"Lori Bullock","Hypertension","Jackson Ray and Garcia,"
"Lori Bullock","Arthritis","Miller, Green Barnes and"
"Lori Campbell","Asthma","Juarez-Smith"
"Lori Campbell","Asthma","Mcdonald-Anderson"
"Lori Chapman","Arthritis","Green-Sweeney"
"Lori Chen","Cancer","and Kaufman Christian Harris,"
"Lori Cherry","Hypertension","Miller-Johnson"
"Lori Christensen","Diabetes","Bryan-Brown"
"Lori Christian","Asthma","Taylor, and Greer Duncan"
"Lori Clark","Hypertension","Williams Morton, and Stanley"
"Lori Collier","Arthritis","Collins LLC"
"Lori Cook","Cancer","Booth-Huang"
"Lori Crane","Asthma","Ramos-Williams"
"Lori Crawford","Hypertension","Curry Rivera and Todd,"
"Lori Cruz","Diabetes","and Black, Meza Leach"
"Lori Diaz","Obesity","Miller, Moon Boyd and"
"Lori Dunn","Obesity","and Tran Olsen Curry,"
"Lori Ellis","Asthma","Martinez-Horton"
"Lori Espinoza","Diabetes","and Johnson Bryant, King"
"Lori Evans","Diabetes","Boone-Martinez"
"Lori Fields","Cancer","Inc Douglas"
"Lori Flynn","Arthritis","Dawson, Walker Cox and"
"Lori Ford","Arthritis","Hatfield-Cooper"
"Lori Foster","Arthritis","Perez Group"
"Lori Franco","Diabetes","Gordon-Powers"
"Lori Franklin","Arthritis","Hughes-Hart"
"Lori Frye","Asthma","Novak LLC"
"Lori Garcia","Obesity","Lee and Cobb Huerta,"
"Lori George","Diabetes","Lambert-Walker"
"Lori Gordon","Cancer","Alvarez-Miranda"
"Lori Gray","Arthritis","Robinson, Dominguez and Terry"
"Lori Gray","Asthma","Stone and Walton, Nichols"
"Lori Guerrero","Obesity","Clark Group"
"Lori Harris","Arthritis","Taylor-Sweeney"
"Lori Harris","Arthritis","Kelley-Patel"
"Lori Hendrix","Asthma","Young-Juarez"
"Lori Hogan","Diabetes","Ltd Mason"
"Lori Holder","Hypertension","Smith Castaneda and Alvarado,"
"Lori Hughes","Arthritis","Schmidt-Ford"
"Lori Jackson","Hypertension","Powell-Bailey"
"Lori Jensen","Hypertension","Mendoza, Meyer and Massey"
"Lori Johnson","Diabetes","Mitchell PLC"
"Lori Jones","Asthma","Rocha LLC"
"Lori Keith","Hypertension","Mcclain-Larson"
"Lori Kelley","Arthritis","Mcintosh-Neal"
"Lori Key","Diabetes","Rodgers Wood and Tyler,"
"Lori King","Hypertension","Turner-Ruiz"
"Lori Lawson","Arthritis","Brown LLC"
"Lori Leach","Arthritis","Group Jennings"
"Lori Lewis","Diabetes","Holden Combs Jones, and"
"Lori Lewis","Arthritis","Morris-Walsh"
"Lori Lynch","Diabetes","Group Cordova"
"Lori Mack","Hypertension","Gonzalez Harris, and Neal"
"Lori Mahoney","Obesity","Flores Group"
"Lori Marshall","Arthritis","Wall-Bray"
"Lori Martinez","Arthritis","Taylor-Small"
"Lori Matthews","Hypertension","Diaz and Barber, Morris"
"Lori Maxwell","Hypertension","Moran Hale, Ford and"
"Lori Mccormick","Arthritis","Peterson-Kennedy"
"Lori Mcguire","Obesity","Dominguez PLC"
"Lori Mendoza","Arthritis","Ltd Conrad"
"Lori Meyer","Diabetes","and Campos, Crosby Zhang"
"Lori Miller","Hypertension","Long-Jenkins"
"Lori Miranda MD","Arthritis","Davidson, Ross Baker and"
"Lori Mosley","Cancer","Wagner-Stephenson"
"Lori Moyer","Diabetes","Jennings-Glass"
"Lori Munoz","Hypertension","Strickland LLC"
"Lori Nelson","Arthritis","PLC Patel"
"Lori Nichols","Diabetes","Moreno-Walsh"
"Lori Norton","Hypertension","Ramirez Group"
"Lori Norton","Diabetes","Kelly-Johnson"
"Lori Novak","Arthritis","Sons and Daniels"
"Lori Parker","Cancer","Collins and Hamilton Vasquez,"
"Lori Parrish","Obesity","Bass-Price"
"Lori Paul","Diabetes","Ross LLC"
"Lori Perez","Asthma","and Cardenas George Gonzalez,"
"Lori Perez","Cancer","Ponce Inc"
"Lori Perez","Hypertension","Macias-Allen"
"Lori Perry","Hypertension","Miranda-Elliott"
"Lori Ramos","Hypertension","Lee-Nguyen"
"Lori Rasmussen","Diabetes","Dixon-Jimenez"
"Lori Ray","Diabetes","Rodriguez and Ruiz, Wolfe"
"Lori Reed","Arthritis","Stone-Miller"
"Lori Rice","Hypertension","Warren PLC"
"Lori Richardson","Obesity","and Wood Rios Graham,"
"Lori Richardson","Arthritis","Frederick Group"
"Lori Riley","Obesity","Hudson-Rojas"
"Lori Rivas","Diabetes","Roberts-Lynch"
"Lori Roberts","Arthritis","Mcdonald-Perez"
"Lori Rodriguez","Arthritis","Mora Thomas, Santos and"
"Lori Russell","Obesity","Doyle Smith and Oconnor,"
"Lori Russo","Hypertension","and Walters, Thomas White"
"Lori Sanchez","Arthritis","Shaw-Young"
"Lori Sandoval","Arthritis","Green-Brooks"
"Lori Schmidt","Asthma","Hartman-Dunn"
"Lori Schneider","Cancer","Gallegos-Brooks"
"Lori Schneider","Diabetes","Villarreal LLC"
"Lori Scott","Obesity","Richardson Group"
"Lori Shaffer","Cancer","Walker-Cook"
"Lori Sims","Cancer","Henderson Green, Foster and"
"Lori Smith","Cancer","Arnold Steele, Maldonado and"
"Lori Smith","Arthritis","Turner-Allison"
"Lori Smith","Hypertension","Jimenez, Le and Vargas"
"Lori Smith","Hypertension","Gonzales-Wallace"
"Lori Stanley","Arthritis","Lawson Inc"
"Lori Travis","Hypertension","and Sons Bowers"
"Lori Turner","Cancer","Rice, Hansen and Carson"
"Lori Wagner","Diabetes","Martin-Wallace"
"Lori Watson","Obesity","Collins-Booth"
"Lori Watts","Diabetes","Sons and Williams"
"Lori West","Arthritis","Evans-Russo"
"Lori White","Hypertension","Berry-Adkins"
"Lori Wilkinson","Diabetes","Miller and Wright Ellis,"
"Lori Williams","Arthritis","Cohen-Gillespie"
"Lori Williams","Asthma","Mora, Cox Hall and"
"Lori Williams","Arthritis","Baker-Combs"
"Lori Wilson","Obesity","and Atkinson Wilson, Torres"
"Lori Wilson","Cancer","Lara and Dixon, Morris"
"Lori Wolf","Asthma","Lee and Sons"
"Lori York","Hypertension","Mitchell Ltd"
"Lorraine Bryant","Arthritis","Holmes Contreras Boone, and"
"Lorraine Garrett","Asthma","Jennings Group"
"Lorraine Patterson","Hypertension","Vasquez Hoffman, and Martinez"
"Lorraine Powers","Diabetes","Boyle-Woods"
"Lorraine Randolph","Hypertension","Hughes-Estes"
"Lorraine Reed","Arthritis","Weaver and Sons"
"Lorraine Rivera","Diabetes","Olson-Miranda"
"Lorraine Scott","Asthma","and Monroe Bartlett, Lawson"
"Lorraine Stevenson","Hypertension","Miller and Singleton Phelps,"
"Lorraine Stewart","Hypertension","Harper-Ho"
"Lorraine Taylor","Cancer","Anderson-Ramos"
"Lorraine Wright","Cancer","Hill-Davis"
"Louis Adams","Hypertension","Wiley PLC"
"Louis Bell","Asthma","Lane-Kelly"
"Louis Brown","Asthma","Carlson and Collins, Knapp"
"Louis Franklin","Diabetes","and Taylor, Lin Wells"
"Louis Hampton","Arthritis","Morgan, Miller Mccullough and"
"Louis Harris","Diabetes","Walker-Meyers"
"Louis Hinton","Cancer","Ltd Gibson"
"Louis Johnston","Asthma","Chang Group"
"Louis King","Obesity","Gonzalez and Vincent, Powell"
"Louis Kramer","Diabetes","LLC Woods"
"Louis Livingston","Diabetes","Inc Carr"
"Louis Martinez","Obesity","Burnett LLC"
"Louis Mccormick","Diabetes","Vega-Gross"
"Louis Mejia","Diabetes","and Conley Sons"
"Louis Middleton","Hypertension","and Trevino, Russell Johnson"
"Louis Nichols","Hypertension","and Krause Martin, Bass"
"Louis Obrien","Hypertension","Inc Marshall"
"Louis Orr","Hypertension","PLC Floyd"
"Louis Ortiz","Obesity","Guzman-Davidson"
"Louis Padilla","Cancer","Mills PLC"
"Louis Parks","Diabetes","Chavez, Molina and Yates"
"Louis Price","Diabetes","Kane-Steele"
"Louis Roberts","Obesity","Ltd Ray"
"Louis Scott","Obesity","Bernard-Shelton"
"Louis Scott II","Asthma","Jackson-Webb"
"Louis Skinner","Obesity","Faulkner-Thomas"
"Louis Thomas","Diabetes","King-Ayers"
"Louis Torres","Diabetes","Jones and Nguyen, Dean"
"Louis Tran","Cancer","Blake and Sanders, Johnson"
"Louis Ward","Arthritis","Cox-Martinez"
"Louis Washington","Diabetes","Green, and George Jackson"
"Louis Wilson","Arthritis","Young Group"
"Louis Winters","Hypertension","and Richardson Cobb Miller,"
"Louis Young","Diabetes","Moss-Olsen"
"Lucas Andrade","Cancer","Pena, and Miranda Walter"
"Lucas Arroyo","Arthritis","Edwards, Brown Gonzalez and"
"Lucas Cole","Asthma","Cantu-Berry"
"Lucas Davis","Cancer","Eaton-Grimes"
"Lucas Grant","Asthma","Lopez Randolph, Nash and"
"Lucas Hardy","Hypertension","Group Jones"
"Lucas Johnson","Obesity","Patel Sons and"
"Lucas Leach","Diabetes","Group Richards"
"Lucas Lewis","Asthma","Clark-Stewart"
"Lucas Martin","Hypertension","Bailey-Gonzales"
"Lucas Martinez","Cancer","Singleton Hill, Wilson and"
"Lucas Martinez MD","Cancer","Johnson-Johnson"
"Lucas Mcdonald","Arthritis","Schmidt-Hammond"
"Lucas Montgomery","Diabetes","Jennings-Graham"
"Lucas Moore","Diabetes","Cole, Montgomery and Moran"
"Lucas Morgan","Hypertension","Mahoney Ltd"
"Lucas Price","Hypertension","and Blevins Reed, Mendoza"
"Lucas Rodriguez","Arthritis","and Ryan, Browning Vargas"
"Lucas Smith","Hypertension","Ltd Simon"
"Lucas Stevens","Arthritis","Smith PLC"
"Lucas Thompson","Arthritis","Group Gonzalez"
"Lucas Torres","Arthritis","Cross Ltd"
"Lucas Torres","Hypertension","Wilkins-Washington"
"Lucas Walker","Obesity","Martinez Andrade, and Blankenship"
"Lucas Williams","Obesity","Austin-Reid"
"Lucas Woods","Diabetes","Carpenter-Chen"
"Luis Allen","Cancer","Goodman-Williams"
"Luis Allen","Asthma","Rocha-Williams"
"Luis Anderson","Diabetes","Hess-Garrett"
"Luis Anderson","Cancer","Alvarez-Hays"
"Luis Baldwin","Hypertension","LLC Tate"
"Luis Bates","Diabetes","and Ramsey, Cherry Johnson"
"Luis Brewer","Diabetes","Jimenez Patton and Ramirez,"
"Luis Bright","Arthritis","Brown Ltd"
"Luis Burns","Diabetes","Wheeler-West"
"Luis Castillo","Arthritis","PLC Nelson"
"Luis Clark","Cancer","Hampton, Vaughn and Estrada"
"Luis Clark","Hypertension","Robinson-Horton"
"Luis Cook","Hypertension","Johns, Jennings Craig and"
"Luis Cook","Diabetes","Dixon Group"
"Luis Cortez","Arthritis","Stark LLC"
"Luis Cross","Obesity","Morse Rivera Hamilton, and"
"Luis Cunningham","Cancer","Baker Sons and"
"Luis Deleon","Diabetes","Hall-Sullivan"
"Luis Elliott","Hypertension","and Newman, James Edwards"
"Luis Franklin","Arthritis","Group Kim"
"Luis Gomez","Asthma","Stephens Ltd"
"Luis Gordon","Cancer","Mcclure-Cline"
"Luis Gray","Arthritis","Ltd Hernandez"
"Luis Hale","Obesity","Wu, Lee Rivera and"
"Luis Hamilton","Hypertension","Wade and Sons"
"Luis Hess","Hypertension","Obrien-Dalton"
"Luis Hopkins","Arthritis","Newman LLC"
"Luis Jacobs","Diabetes","Hill-Mayo"
"Luis Jensen","Arthritis","and Dean Wade, Walton"
"Luis Johnson","Obesity","Vincent LLC"
"Luis Koch","Asthma","Ltd Callahan"
"Luis Lawrence","Cancer","Johnson, Henderson and Calhoun"
"Luis Malone","Arthritis","PLC Spears"
"Luis Martin","Asthma","Norton-Copeland"
"Luis Mathews","Arthritis","Inc Brown"
"Luis Mcclain","Cancer","Jackson PLC"
"Luis Morgan","Cancer","PLC Mason"
"Luis Murray","Arthritis","Pearson Ltd"
"Luis Nguyen","Hypertension","Inc Armstrong"
"Luis Nichols","Asthma","and Adams, Harris Kennedy"
"Luis Ortiz","Obesity","and Chavez Villa Atkins,"
"Luis Ortiz","Asthma","and Smith Johnson, Johnson"
"Luis Pacheco","Hypertension","Ford, Schroeder Young and"
